"origen_country","any","has_migrated_True","TOTAL","has_phd_True"
"TZ",2005,5,17,6
"TZ",2006,8,39,12
"TZ",2007,3,33,4
"TZ",2008,7,40,12
"TZ",2009,5,44,7
"TZ",2010,2,50,7
"TZ",2011,3,29,5
"TZ",2012,2,29,5
"TZ",2013,0,20,2
"TZ",2014,0,17,3
"TZ",2015,0,8,1
"TZ",2016,0,3,1
"UA",1972,10,97,18
"UA",1973,7,101,22
"UA",1974,9,117,27
"UA",1975,11,121,34
"UA",1976,6,133,32
"UA",1977,11,118,28
"UA",1978,21,135,31
"UA",1979,14,140,30
"UA",1980,9,139,34
"UA",1981,10,137,36
"UA",1982,15,153,31
"UA",1983,8,143,29
"UA",1984,7,122,30
"UA",1985,13,144,33
"UA",1986,12,146,39
"UA",1987,7,142,35
"UA",1988,6,169,44
"UA",1989,13,204,56
"UA",1990,19,253,56
"UA",1991,20,255,76
"UA",1992,12,293,69
"UA",1993,14,259,74
"UA",1994,17,341,88
"UA",1995,13,294,71
"UA",1996,9,316,81
"UA",1997,12,346,81
"UA",1998,8,382,83
"UA",1999,16,380,109
"UA",2000,23,484,117
"UA",2001,12,410,105
"UA",2002,14,411,102
"UA",2003,15,399,94
"UA",2004,26,448,102
"UA",2005,24,419,101
"UA",2006,14,389,90
"UA",2007,10,384,86
"UA",2008,10,349,82
"UA",2009,3,265,55
"UA",2010,2,255,40
"UA",2011,1,191,41
"UA",2012,2,216,46
"UA",2013,2,205,32
"UA",2014,0,207,20
"UA",2015,0,164,17
"UA",2016,0,107,18
"UA",2017,0,1,0
"UG",1972,0,2,1
"UG",1973,1,1,1
"UG",1974,2,2,0
"UG",1975,1,1,1
"UG",1977,2,2,2
"UG",1978,1,1,1
"UG",1979,1,1,1
"UG",1980,1,1,0
"UG",1981,3,3,2
"UG",1982,0,1,1
"UG",1983,1,3,1
"UG",1984,1,3,1
"UG",1986,2,2,2
"UG",1987,2,2,2
"UG",1988,3,4,3
"UG",1989,2,2,2
"UG",1990,4,6,3
"UG",1991,2,7,3
"UG",1992,1,8,3
"UG",1993,3,6,5
"UG",1994,6,11,7
"UG",1995,3,7,4
"UG",1996,2,6,1
"UG",1997,7,12,6
"UG",1998,2,5,1
"UG",1999,6,20,8
"UG",2000,7,17,7
"UG",2001,5,22,8
"UG",2002,8,25,10
"UG",2003,6,27,9
"UG",2004,4,22,7
"UG",2005,10,32,9
"UG",2006,6,39,7
"UG",2007,7,20,5
"UG",2008,8,39,10
"UG",2009,4,39,9
"UG",2010,2,28,2
"UG",2011,2,25,4
"UG",2012,4,31,2
"UG",2013,0,19,1
"UG",2014,0,11,2
"UG",2015,0,6,0
"UG",2016,0,4,1
"UM",1993,1,1,1
"US",1972,58,697,432
"US",1973,66,690,446
"US",1974,73,749,471
"US",1975,74,797,500
"US",1976,79,852,517
"US",1977,98,802,481
"US",1978,79,856,537
"US",1979,123,1005,617
"US",1980,131,1044,632
"US",1981,140,976,617
"US",1982,150,954,640
"US",1983,167,1123,749
"US",1984,178,1073,708
"US",1985,185,1146,728
"US",1986,207,1251,799
"US",1987,218,1295,873
"US",1988,219,1352,894
"US",1989,246,1394,915
"US",1990,251,1472,973
"US",1991,262,1465,974
"US",1992,263,1506,983
"US",1993,244,1440,960
"US",1994,265,1576,1041
"US",1995,263,1638,1083
"US",1996,285,1834,1231
"US",1997,309,1949,1268
"US",1998,345,2165,1410
"US",1999,369,2273,1505
"US",2000,415,2607,1664
"US",2001,407,2760,1787
"US",2002,427,2890,1896
"US",2003,395,3048,1932
"US",2004,377,3270,2075
"US",2005,396,3517,2222
"US",2006,335,3735,2329
"US",2007,345,4019,2440
"US",2008,345,4367,2569
"US",2009,225,4390,2443
"US",2010,183,4482,2336
"US",2011,127,4204,1928
"US",2012,125,3928,1536
"US",2013,105,3479,1170
"US",2014,93,2995,854
"US",2015,21,2293,650
"US",2016,19,1203,323
"US",2017,0,10,1
"UY",1972,1,2,1
"UY",1973,2,3,2
"UY",1975,1,4,1
"UY",1976,2,3,1
"UY",1977,1,3,3
"UY",1978,2,8,3
"UY",1979,0,2,0
"UY",1980,1,8,3
"UY",1981,4,6,3
"UY",1982,2,4,2
"UY",1983,2,3,2
"UY",1984,3,5,4
"UY",1985,2,6,2
"UY",1986,2,2,1
"UY",1987,0,2,1
"UY",1988,5,8,4
"UY",1989,3,6,4
"UY",1990,2,9,4
"UY",1991,5,12,8
"UY",1992,4,6,5
"UY",1993,3,7,3
"UY",1994,4,6,5
"UY",1995,2,4,3
"UY",1996,3,6,2
"UY",1997,3,7,3
"UY",1998,2,6,4
"UY",1999,2,7,5
"UY",2000,1,6,2
"UY",2001,2,7,3
"UY",2002,1,6,6
"UY",2003,2,7,1
"UY",2004,6,20,6
"UY",2005,3,11,3
"UY",2006,1,10,2
"UY",2007,0,10,3
"UY",2008,1,12,1
"UY",2009,1,12,3
"UY",2010,1,9,2
"UY",2011,0,7,2
"UY",2012,0,2,0
"UY",2013,0,5,1
"UY",2014,0,8,0
"UY",2015,1,4,0
"UY",2016,0,4,1
"UZ",1972,2,3,3
"UZ",1973,1,1,0
"UZ",1974,1,3,2
"UZ",1975,2,2,2
"UZ",1976,1,1,1
"UZ",1977,4,5,2
"UZ",1978,2,4,2
"UZ",1979,0,1,0
"UZ",1980,3,5,0
"UZ",1981,2,2,2
"UZ",1982,2,3,1
"UZ",1983,0,2,0
"UZ",1984,1,1,0
"UZ",1987,2,5,1
"UZ",1988,0,2,1
"UZ",1989,0,4,2
"UZ",1990,0,3,0
"UZ",1992,3,5,2
"UZ",1993,4,13,9
"UZ",1994,1,5,0
"UZ",1996,1,3,1
"UZ",1997,0,3,1
"UZ",1999,2,4,3
"UZ",2000,0,3,1
"UZ",2001,2,9,6
"UZ",2002,2,3,1
"UZ",2003,1,3,2
"UZ",2004,3,9,2
"UZ",2005,0,5,0
"UZ",2006,0,6,2
"UZ",2007,0,3,1
"UZ",2008,0,1,0
"UZ",2009,0,2,0
"UZ",2010,0,6,1
"UZ",2011,0,2,0
"UZ",2012,0,4,0
"UZ",2013,0,3,1
"UZ",2015,0,3,0
"UZ",2016,0,3,0
"VA",1988,1,1,1
"VA",1991,0,1,1
"VC",2012,1,1,0
"VE",1972,6,8,4
"VE",1973,2,4,2
"VE",1974,4,9,7
"VE",1975,4,5,3
"VE",1976,3,5,3
"VE",1977,4,9,9
"VE",1978,4,12,8
"VE",1979,12,19,15
"VE",1980,5,20,10
"VE",1981,8,23,8
"VE",1982,4,14,5
"VE",1983,13,23,13
"VE",1984,8,21,12
"VE",1985,11,22,17
"VE",1986,12,26,17
"VE",1987,8,23,13
"VE",1988,14,23,16
"VE",1989,12,39,18
"VE",1990,11,29,16
"VE",1991,10,33,13
"VE",1992,6,20,9
"VE",1993,12,29,14
"VE",1994,16,45,21
"VE",1995,14,34,21
"VE",1996,11,38,17
"VE",1997,15,35,20
"VE",1998,18,47,16
"VE",1999,21,58,30
"VE",2000,19,57,31
"VE",2001,17,45,28
"VE",2002,18,48,14
"VE",2003,12,37,16
"VE",2004,15,52,19
"VE",2005,16,52,17
"VE",2006,6,26,5
"VE",2007,8,46,13
"VE",2008,4,45,10
"VE",2009,1,29,6
"VE",2010,1,30,10
"VE",2011,0,20,3
"VE",2012,0,8,2
"VE",2013,0,17,3
"VE",2014,2,14,4
"VE",2015,0,10,2
"VE",2016,0,11,2
"VI",2000,0,1,0
"VI",2010,1,1,1
"VI",2012,0,1,0
"VI",2013,1,1,1
"VN",1972,0,3,2
"VN",1973,0,1,1
"VN",1975,0,2,1
"VN",1976,0,3,2
"VN",1977,0,3,2
"VN",1978,0,1,0
"VN",1979,1,5,0
"VN",1980,2,4,3
"VN",1981,2,4,2
"VN",1982,0,5,2
"VN",1983,3,4,3
"VN",1984,1,2,1
"VN",1985,1,9,2
"VN",1986,3,5,4
"VN",1987,3,8,2
"VN",1988,4,10,6
"VN",1989,5,7,3
"VN",1990,4,14,7
"VN",1991,7,13,8
"VN",1992,4,8,5
"VN",1993,3,5,4
"VN",1994,22,30,19
"VN",1995,17,26,18
"VN",1996,13,27,20
"VN",1997,15,24,14
"VN",1998,18,32,15
"VN",1999,23,31,21
"VN",2000,30,52,34
"VN",2001,33,46,31
"VN",2002,40,56,35
"VN",2003,46,66,40
"VN",2004,24,43,21
"VN",2005,30,46,32
"VN",2006,30,68,28
"VN",2007,20,54,21
"VN",2008,23,56,22
"VN",2009,16,79,11
"VN",2010,9,58,16
"VN",2011,2,46,7
"VN",2012,3,37,5
"VN",2013,3,29,5
"VN",2014,0,35,7
"VN",2015,0,19,4
"VN",2016,0,12,5
"WF",2012,0,1,1
"YE",1982,0,1,1
"YE",1989,1,1,1
"YE",1990,3,3,2
"YE",1991,2,2,2
"YE",1992,3,3,1
"YE",1993,2,2,2
"YE",1994,2,2,2
"YE",1995,3,4,3
"YE",1996,4,4,3
"YE",1997,1,2,1
"YE",1998,3,7,0
"YE",1999,3,5,3
"YE",2000,0,1,0
"YE",2001,3,5,3
"YE",2002,3,6,4
"YE",2003,7,9,6
"YE",2004,2,8,0
"YE",2005,3,7,1
"YE",2006,3,4,2
"YE",2007,0,3,0
"YE",2008,0,1,1
"YE",2009,1,1,0
"YE",2010,0,5,2
"YE",2011,0,3,1
"YE",2012,0,2,1
"YE",2013,0,3,0
"YE",2015,0,1,0
"YE",2016,0,1,0
"ZA",1972,4,13,8
"ZA",1973,7,19,8
"ZA",1974,6,24,12
"ZA",1975,5,22,11
"ZA",1976,11,30,14
"ZA",1977,6,24,16
"ZA",1978,14,36,18
"ZA",1979,11,32,14
"ZA",1980,9,45,27
"ZA",1981,15,44,26
"ZA",1982,6,26,8
"ZA",1983,11,37,19
"ZA",1984,13,30,17
"ZA",1985,12,42,22
"ZA",1986,7,37,27
"ZA",1987,15,54,29
"ZA",1988,10,52,28
"ZA",1989,11,53,36
"ZA",1990,11,62,32
"ZA",1991,11,59,35
"ZA",1992,13,63,34
"ZA",1993,12,69,38
"ZA",1994,15,66,40
"ZA",1995,10,67,34
"ZA",1996,14,73,40
"ZA",1997,15,88,45
"ZA",1998,15,92,53
"ZA",1999,12,74,45
"ZA",2000,20,113,62
"ZA",2001,15,119,69
"ZA",2002,17,130,75
"ZA",2003,19,132,79
"ZA",2004,20,135,70
"ZA",2005,14,122,70
"ZA",2006,18,161,85
"ZA",2007,20,185,102
"ZA",2008,16,197,99
"ZA",2009,21,216,99
"ZA",2010,14,238,102
"ZA",2011,13,243,87
"ZA",2012,2,221,72
"ZA",2013,6,198,75
"ZA",2014,6,176,48
"ZA",2015,0,139,43
"ZA",2016,0,98,33
"ZA",2017,0,2,0
"ZM",1972,0,1,0
"ZM",1973,0,1,0
"ZM",1974,1,1,0
"ZM",1975,0,1,0
"ZM",1976,1,1,1
"ZM",1980,1,2,1
"ZM",1981,0,1,0
"ZM",1982,2,2,1
"ZM",1983,1,2,1
"ZM",1984,1,1,1
"ZM",1985,2,2,1
"ZM",1986,1,1,1
"ZM",1987,1,2,1
"ZM",1989,2,2,0
"ZM",1990,0,1,0
"ZM",1991,0,1,0
"ZM",1992,2,3,1
"ZM",1993,4,6,3
"ZM",1994,0,3,1
"ZM",1995,2,4,2
"ZM",1996,0,3,1
"ZM",1997,1,3,1
"ZM",1998,1,3,1
"ZM",1999,2,6,3
"ZM",2000,1,4,0
"ZM",2001,4,6,3
"ZM",2002,1,3,1
"ZM",2003,9,15,7
"ZM",2004,2,8,1
"ZM",2005,2,9,0
"ZM",2006,1,9,1
"ZM",2007,2,9,1
"ZM",2008,0,6,0
"ZM",2009,2,8,1
"ZM",2010,0,7,1
"ZM",2011,0,8,0
"ZM",2012,0,4,1
"ZM",2013,0,7,0
"ZM",2014,0,4,1
"ZM",2015,0,6,0
"ZM",2016,0,1,0
"ZW",1974,1,1,0
"ZW",1980,1,1,0
"ZW",1981,4,4,2
"ZW",1982,2,3,2
"ZW",1983,2,2,1
"ZW",1984,2,2,1
"ZW",1985,2,4,2
"ZW",1986,3,3,3
"ZW",1987,4,5,4
"ZW",1988,0,5,3
"ZW",1989,4,7,2
"ZW",1990,3,7,3
"ZW",1991,6,10,5
"ZW",1992,6,7,5
"ZW",1993,2,4,0
"ZW",1994,2,6,3
"ZW",1995,4,8,1
"ZW",1996,7,9,7
"ZW",1997,4,8,2
"ZW",1998,1,4,2
"ZW",1999,9,24,7
"ZW",2000,12,18,7
"ZW",2001,5,15,4
"ZW",2002,12,30,12
"ZW",2003,8,21,7
"ZW",2004,11,29,14
"ZW",2005,8,29,9
"ZW",2006,5,20,4
"ZW",2007,4,19,4
"ZW",2008,6,16,7
"ZW",2009,2,20,4
"ZW",2010,2,24,2
"ZW",2011,3,25,2
"ZW",2012,2,16,2
"ZW",2013,1,8,1
"ZW",2014,0,8,1
"ZW",2015,0,3,1
"ZW",2016,0,2,1
