"desti_country","any","has_migrated_True","TOTAL","has_phd_True"
"JP",1974,5,59,26
"JP",1975,7,67,33
"JP",1976,12,62,31
"JP",1977,12,76,38
"JP",1978,12,75,38
"JP",1979,19,109,58
"JP",1980,22,104,62
"JP",1981,17,102,50
"JP",1982,12,98,59
"JP",1983,8,97,47
"JP",1984,16,95,45
"JP",1985,11,111,49
"JP",1986,9,120,62
"JP",1987,20,103,52
"JP",1988,21,129,66
"JP",1989,36,152,98
"JP",1990,23,144,79
"JP",1991,23,140,75
"JP",1992,36,144,90
"JP",1993,29,143,79
"JP",1994,32,162,91
"JP",1995,31,176,98
"JP",1996,39,175,93
"JP",1997,32,198,104
"JP",1998,42,192,107
"JP",1999,37,226,131
"JP",2000,49,237,140
"JP",2001,50,232,140
"JP",2002,55,229,128
"JP",2003,67,226,134
"JP",2004,58,266,143
"JP",2005,60,267,163
"JP",2006,77,274,140
"JP",2007,43,273,129
"JP",2008,65,269,140
"JP",2009,41,274,133
"JP",2010,19,306,130
"JP",2011,18,315,129
"JP",2012,10,335,123
"JP",2013,4,301,90
"JP",2014,5,328,100
"JP",2015,1,272,65
"JP",2016,0,189,37
"JP",2017,0,3,0
"KE",1972,1,2,0
"KE",1973,2,3,1
"KE",1974,3,5,3
"KE",1975,5,6,3
"KE",1976,1,4,4
"KE",1977,2,3,2
"KE",1978,4,9,8
"KE",1979,2,7,3
"KE",1980,1,8,2
"KE",1981,4,7,4
"KE",1982,2,2,1
"KE",1983,5,6,6
"KE",1984,8,18,12
"KE",1985,4,12,4
"KE",1986,9,15,11
"KE",1987,4,12,4
"KE",1988,6,18,8
"KE",1989,8,25,11
"KE",1990,8,21,14
"KE",1991,4,16,7
"KE",1992,6,27,14
"KE",1993,7,16,10
"KE",1994,9,20,7
"KE",1995,10,18,9
"KE",1996,4,15,5
"KE",1997,11,28,17
"KE",1998,12,25,12
"KE",1999,6,25,13
"KE",2000,5,27,11
"KE",2001,6,29,10
"KE",2002,13,46,20
"KE",2003,20,49,20
"KE",2004,9,38,11
"KE",2005,18,65,30
"KE",2006,9,55,22
"KE",2007,5,64,22
"KE",2008,9,61,21
"KE",2009,10,97,36
"KE",2010,9,83,14
"KE",2011,7,64,18
"KE",2012,4,92,20
"KE",2013,2,57,18
"KE",2014,2,55,9
"KE",2015,0,37,11
"KE",2016,0,20,8
"KG",1972,0,1,0
"KG",1976,1,3,0
"KG",1977,1,2,1
"KG",1979,1,1,1
"KG",1980,1,2,1
"KG",1981,0,1,0
"KG",1983,1,4,2
"KG",1984,1,1,0
"KG",1988,0,1,0
"KG",1991,1,3,1
"KG",1992,0,1,0
"KG",1993,0,1,1
"KG",1994,1,1,1
"KG",1995,1,4,2
"KG",1996,0,1,0
"KG",1997,0,1,0
"KG",1998,1,3,0
"KG",1999,1,2,1
"KG",2000,0,3,1
"KG",2001,0,4,1
"KG",2002,0,1,0
"KG",2004,0,3,0
"KG",2005,0,2,0
"KG",2006,0,1,0
"KG",2007,0,2,0
"KG",2008,0,1,0
"KG",2009,0,2,0
"KG",2010,0,1,0
"KG",2011,0,2,0
"KG",2012,1,3,0
"KG",2014,0,2,1
"KG",2015,0,1,0
"KG",2016,0,2,0
"KH",1986,1,1,1
"KH",1992,0,1,0
"KH",1995,0,1,0
"KH",1996,1,1,1
"KH",1997,0,1,0
"KH",1998,1,3,2
"KH",1999,1,1,0
"KH",2001,1,2,1
"KH",2002,1,2,1
"KH",2003,2,2,2
"KH",2004,2,3,1
"KH",2005,1,2,0
"KH",2006,0,2,1
"KH",2007,1,1,1
"KH",2009,2,3,0
"KH",2010,2,5,1
"KH",2012,0,3,0
"KH",2013,0,2,0
"KH",2014,0,1,0
"KH",2015,0,1,1
"KI",2007,1,1,0
"KI",2016,0,1,0
"KM",2006,0,1,1
"KN",1978,1,1,0
"KN",1996,1,1,1
"KN",2005,1,2,0
"KN",2014,0,1,0
"KP",1999,0,1,0
"KP",2003,1,1,1
"KP",2005,0,1,0
"KP",2007,1,1,1
"KP",2013,0,1,1
"KR",1972,9,21,9
"KR",1973,14,30,21
"KR",1974,11,28,21
"KR",1975,18,38,30
"KR",1976,16,51,30
"KR",1977,35,70,47
"KR",1978,23,55,37
"KR",1979,42,92,58
"KR",1980,36,98,68
"KR",1981,39,114,78
"KR",1982,52,147,97
"KR",1983,63,168,117
"KR",1984,65,145,96
"KR",1985,71,180,123
"KR",1986,76,188,116
"KR",1987,78,197,139
"KR",1988,76,198,123
"KR",1989,80,210,149
"KR",1990,85,256,154
"KR",1991,94,262,168
"KR",1992,81,253,167
"KR",1993,79,271,173
"KR",1994,101,308,190
"KR",1995,90,282,178
"KR",1996,67,286,172
"KR",1997,85,301,191
"KR",1998,71,272,155
"KR",1999,76,280,161
"KR",2000,88,352,212
"KR",2001,85,321,192
"KR",2002,99,356,200
"KR",2003,98,351,192
"KR",2004,71,342,175
"KR",2005,82,366,196
"KR",2006,74,380,183
"KR",2007,77,361,177
"KR",2008,91,392,182
"KR",2009,46,377,143
"KR",2010,36,383,151
"KR",2011,15,349,120
"KR",2012,8,438,168
"KR",2013,5,423,119
"KR",2014,10,427,114
"KR",2015,1,367,90
"KR",2016,0,166,36
"KR",2017,0,1,1
"KW",1972,1,1,1
"KW",1974,1,1,0
"KW",1976,2,2,2
"KW",1978,3,3,1
"KW",1979,3,3,1
"KW",1980,2,2,1
"KW",1981,2,2,1
"KW",1982,2,2,2
"KW",1983,1,1,0
"KW",1984,2,2,2
"KW",1985,0,1,0
"KW",1986,5,5,4
"KW",1987,2,2,2
"KW",1988,2,2,1
"KW",1989,1,2,1
"KW",1990,5,6,4
"KW",1991,6,7,6
"KW",1992,7,8,6
"KW",1993,6,7,5
"KW",1994,4,5,3
"KW",1995,6,6,5
"KW",1996,3,5,4
"KW",1997,4,5,3
"KW",1998,8,9,8
"KW",1999,5,9,6
"KW",2000,6,9,4
"KW",2001,6,9,6
"KW",2002,1,3,1
"KW",2003,6,9,2
"KW",2004,3,5,1
"KW",2005,6,6,2
"KW",2006,3,5,1
"KW",2007,3,8,4
"KW",2008,2,2,2
"KW",2009,3,5,3
"KW",2010,1,5,0
"KW",2011,3,6,4
"KW",2012,1,10,2
"KW",2013,0,2,1
"KW",2014,0,3,0
"KW",2015,0,1,1
"KY",1982,1,1,1
"KY",1993,1,1,0
"KY",2007,0,1,0
"KY",2010,0,1,0
"KY",2016,0,1,0
"KZ",1972,3,7,2
"KZ",1973,0,4,1
"KZ",1974,0,5,0
"KZ",1975,2,9,2
"KZ",1976,3,8,1
"KZ",1977,1,7,1
"KZ",1978,1,4,0
"KZ",1979,2,5,3
"KZ",1980,0,5,1
"KZ",1981,0,3,0
"KZ",1982,4,14,2
"KZ",1983,1,9,2
"KZ",1984,1,10,3
"KZ",1985,0,8,1
"KZ",1986,2,10,2
"KZ",1987,1,8,0
"KZ",1988,2,11,3
"KZ",1989,1,11,4
"KZ",1990,3,16,3
"KZ",1991,2,22,5
"KZ",1992,2,14,5
"KZ",1993,1,17,4
"KZ",1994,2,13,3
"KZ",1995,0,13,3
"KZ",1996,2,13,6
"KZ",1997,1,14,3
"KZ",1998,3,18,5
"KZ",1999,1,16,5
"KZ",2000,3,27,8
"KZ",2001,1,21,5
"KZ",2002,1,14,4
"KZ",2003,1,20,5
"KZ",2004,2,21,7
"KZ",2005,6,30,13
"KZ",2006,5,30,12
"KZ",2007,5,29,12
"KZ",2008,2,24,8
"KZ",2009,0,21,7
"KZ",2010,1,27,8
"KZ",2011,1,34,11
"KZ",2012,1,30,9
"KZ",2013,1,27,13
"KZ",2014,0,34,11
"KZ",2015,0,11,3
"KZ",2016,0,25,7
"LA",1995,0,1,0
"LA",1997,1,1,1
"LA",1998,0,1,1
"LA",2000,1,1,1
"LA",2001,0,1,0
"LA",2005,2,3,1
"LA",2006,0,2,0
"LA",2007,0,2,1
"LA",2008,1,2,0
"LA",2010,1,2,0
"LA",2012,0,1,0
"LA",2014,0,2,0
"LB",1972,1,1,1
"LB",1973,1,1,1
"LB",1975,1,2,1
"LB",1977,2,2,2
"LB",1978,2,3,2
"LB",1979,2,5,0
"LB",1980,1,4,3
"LB",1981,1,1,1
"LB",1982,2,4,1
"LB",1983,2,2,2
"LB",1984,3,3,2
"LB",1985,0,1,0
"LB",1986,5,6,3
"LB",1987,3,4,2
"LB",1988,1,1,1
"LB",1989,3,4,3
"LB",1990,1,2,0
"LB",1991,3,3,3
"LB",1992,2,6,3
"LB",1993,8,10,7
"LB",1994,5,7,6
"LB",1995,8,13,5
"LB",1996,7,9,5
"LB",1997,4,7,4
"LB",1998,5,6,5
"LB",1999,5,7,5
"LB",2000,7,12,6
"LB",2001,2,5,1
"LB",2002,6,9,6
"LB",2003,7,12,6
"LB",2004,9,20,7
"LB",2005,7,13,8
"LB",2006,2,19,5
"LB",2007,4,21,5
"LB",2008,2,15,5
"LB",2009,3,15,5
"LB",2010,3,30,6
"LB",2011,1,17,2
"LB",2012,1,15,5
"LB",2013,0,11,1
"LB",2014,0,8,2
"LB",2015,0,15,2
"LB",2016,1,6,2
"LC",1992,1,1,1
"LC",2006,1,1,0
"LC",2011,0,1,0
"LI",1988,1,1,0
"LI",2001,0,1,1
"LI",2002,0,1,0
"LI",2004,0,1,0
"LI",2007,1,1,1
"LI",2009,1,1,0
"LI",2014,0,2,0
"LI",2015,1,2,2
"LK",1972,2,3,0
"LK",1975,2,2,1
"LK",1977,2,6,3
"LK",1978,1,2,0
"LK",1979,1,2,1
"LK",1980,0,2,0
"LK",1981,2,6,1
"LK",1982,2,8,3
"LK",1983,2,4,1
"LK",1984,1,2,2
"LK",1985,2,5,0
"LK",1986,2,8,2
"LK",1987,2,7,3
"LK",1988,0,1,0
"LK",1989,1,3,2
"LK",1990,7,17,8
"LK",1991,3,7,2
"LK",1992,7,18,8
"LK",1993,5,8,4
"LK",1994,9,21,7
"LK",1995,6,14,4
"LK",1996,6,22,8
"LK",1997,11,18,10
"LK",1998,7,17,8
"LK",1999,14,29,11
"LK",2000,8,31,9
"LK",2001,16,52,15
"LK",2002,4,27,4
"LK",2003,3,25,1
"LK",2004,7,28,5
"LK",2005,8,25,8
"LK",2006,5,53,10
"LK",2007,6,58,16
"LK",2008,3,47,2
"LK",2009,0,58,4
"LK",2010,5,59,3
"LK",2011,2,46,3
"LK",2012,1,21,3
"LK",2013,1,23,2
"LK",2014,0,28,1
"LK",2015,1,28,2
"LK",2016,0,12,0
"LR",1983,0,1,1
"LR",1986,0,1,1
"LR",1998,0,1,0
"LR",1999,0,1,0
"LR",2004,0,3,0
"LR",2006,0,1,0
"LR",2007,0,2,0
"LR",2009,3,4,0
"LR",2011,0,1,0
"LR",2013,0,1,0
"LR",2014,0,2,0
"LR",2016,0,1,1
"LS",1974,1,1,0
"LS",1984,0,1,0
"LS",1993,1,1,1
"LS",1997,0,1,0
"LS",1999,0,1,0
"LS",2003,1,1,1
"LS",2004,0,1,0
"LS",2005,0,1,0
"LS",2006,0,1,0
"LS",2007,1,1,0
"LS",2008,0,2,0
"LS",2009,1,2,0
"LS",2010,0,1,0
"LS",2011,0,1,0
"LT",1972,0,5,1
"LT",1973,1,2,0
"LT",1974,1,6,2
"LT",1975,1,3,2
"LT",1976,0,3,2
"LT",1977,0,3,2
"LT",1978,0,3,0
"LT",1979,0,5,4
"LT",1980,1,7,4
"LT",1981,0,10,7
"LT",1982,1,4,1
"LT",1983,1,2,1
"LT",1984,1,2,0
"LT",1985,0,6,2
"LT",1986,0,2,0
"LT",1987,1,6,6
"LT",1988,1,7,4
"LT",1990,0,10,5
"LT",1991,0,2,1
"LT",1992,3,11,8
"LT",1993,3,6,6
"LT",1994,2,9,6
"LT",1995,1,5,3
"LT",1996,1,14,7
"LT",1997,2,15,5
"LT",1998,0,12,5
"LT",1999,0,14,7
"LT",2000,2,12,5
"LT",2001,4,17,10
"LT",2002,0,12,8
"LT",2003,2,12,5
"LT",2004,0,15,4
"LT",2005,0,11,5
"LT",2006,2,18,5
"LT",2007,0,16,7
"LT",2008,1,21,12
"LT",2009,1,18,11
"LT",2010,0,21,10
"LT",2011,0,15,6
"LT",2012,0,15,5
"LT",2013,1,16,7
"LT",2014,2,9,5
"LT",2015,0,8,2
"LT",2016,0,5,2
"LT",2017,0,1,0
"LU",1974,1,1,1
"LU",1980,3,3,2
"LU",1984,1,1,1
"LU",1985,1,1,1
"LU",1988,2,2,1
"LU",1991,3,4,4
"LU",1992,3,3,2
"LU",1994,3,3,2
"LU",1995,3,3,3
"LU",1996,2,2,2
"LU",1997,5,5,5
"LU",1998,4,4,3
"LU",1999,2,3,2
"LU",2000,3,3,3
"LU",2001,6,8,6
"LU",2002,10,11,8
"LU",2003,9,10,5
"LU",2004,3,5,5
"LU",2005,7,9,6
"LU",2006,5,5,5
"LU",2007,5,9,3
"LU",2008,0,3,0
"LU",2009,3,7,6
"LU",2010,1,6,4
"LU",2011,2,3,3
"LU",2012,0,7,4
"LU",2013,1,7,3
"LU",2014,0,3,1
"LU",2015,0,2,0
"LV",1972,0,2,0
"LV",1973,0,4,1
"LV",1974,1,4,1
"LV",1975,0,1,1
"LV",1976,1,1,0
"LV",1977,0,3,0
"LV",1978,0,1,0
"LV",1979,0,1,0
"LV",1980,0,4,1
"LV",1981,2,6,2
"LV",1982,1,1,0
"LV",1983,0,5,1
"LV",1984,0,2,0
"LV",1985,0,4,1
"LV",1986,0,4,0
"LV",1987,1,3,2
"LV",1988,0,1,0
"LV",1989,1,5,1
"LV",1990,0,6,0
"LV",1991,0,6,3
"LV",1992,1,8,4
"LV",1993,0,7,3
"LV",1994,1,4,2
"LV",1995,0,8,2
"LV",1996,1,7,2
"LV",1997,1,3,2
"LV",1998,0,10,0
"LV",1999,0,8,2
"LV",2000,2,8,3
"LV",2001,0,12,4
"LV",2002,0,8,3
"LV",2003,1,11,2
"LV",2004,0,12,7
"LV",2005,2,17,3
"LV",2006,0,19,6
"LV",2007,0,19,8
"LV",2008,1,17,8
"LV",2009,0,15,4
"LV",2010,0,24,3
"LV",2011,0,13,3
"LV",2012,0,13,2
"LV",2013,0,10,2
"LV",2014,0,5,3
"LV",2015,0,9,2
"LV",2016,0,2,0
"LY",1979,2,2,2
"LY",1986,0,3,1
"LY",1988,2,2,2
"LY",1989,2,4,2
"LY",1990,1,3,2
"LY",1991,0,1,0
"LY",1992,1,1,1
"LY",1994,2,4,4
"LY",1996,3,6,4
"LY",1997,1,2,1
"LY",1998,2,9,1
"LY",1999,0,2,2
"LY",2000,2,3,2
"LY",2001,2,5,2
"LY",2002,4,7,3
"LY",2003,2,6,1
"LY",2004,1,4,1
"LY",2005,3,5,3
"LY",2006,1,3,2
"LY",2007,1,1,1
"LY",2008,1,8,2
"LY",2009,2,3,2
"LY",2010,1,4,1
"LY",2011,0,1,0
"LY",2012,0,2,0
"LY",2013,0,2,0
"LY",2014,1,3,1
"LY",2016,0,1,1
"MA",1974,0,1,1
"MA",1975,0,1,1
"MA",1976,1,1,1
"MA",1977,0,2,2
"MA",1979,1,1,1
"MA",1980,1,2,1
"MA",1981,1,2,2
"MA",1982,1,5,5
"MA",1983,4,8,4
"MA",1984,3,12,6
"MA",1985,3,7,5
"MA",1986,4,13,9
"MA",1987,3,7,4
"MA",1988,0,3,1
"MA",1989,5,9,6
"MA",1990,1,4,1
"MA",1991,3,10,5
"MA",1992,1,7,2
"MA",1993,1,7,3
"MA",1994,2,12,7
"MA",1995,1,13,7
"MA",1996,2,11,5
"MA",1997,1,7,4
"MA",1998,3,12,8
"MA",1999,2,7,1
"MA",2000,1,10,5
"MA",2001,1,14,9
"MA",2002,5,19,11
"MA",2003,1,17,8
"MA",2004,2,22,14
"MA",2005,1,14,8
"MA",2006,4,23,10
"MA",2007,1,15,7
"MA",2008,0,38,22
"MA",2009,1,35,16
"MA",2010,0,36,19
"MA",2011,0,33,17
"MA",2012,0,28,16
"MA",2013,1,42,28
"MA",2014,0,41,22
"MA",2015,0,16,10
"MA",2016,0,9,4
"MC",1974,1,1,0
"MC",1981,1,1,0
"MC",1987,1,1,1
"MC",1989,1,1,0
"MC",1996,1,1,0
"MC",2000,1,2,0
"MC",2001,1,1,1
"MC",2002,1,1,1
"MC",2004,0,1,1
"MC",2007,0,1,0
"MC",2010,1,1,0
"MC",2013,0,1,0
"MC",2015,0,1,0
"MD",1972,0,1,0
"MD",1973,1,2,2
"MD",1977,1,1,1
"MD",1978,1,2,1
"MD",1985,0,1,1
"MD",1987,0,1,0
"MD",1989,1,2,2
"MD",1992,0,1,0
"MD",1993,0,1,0
"MD",1994,1,2,1
"MD",1995,1,3,1
"MD",1996,0,2,2
"MD",1999,0,1,1
"MD",2001,0,1,1
"MD",2004,0,3,1
"MD",2005,0,2,1
"MD",2007,0,2,0
"MD",2009,0,1,0
"MD",2010,0,1,0
"MD",2016,0,3,1
"ME",1975,1,1,1
"ME",1982,1,1,0
"ME",1983,1,1,1
"ME",1986,1,1,1
"ME",1988,2,2,1
"ME",1990,1,1,1
"ME",1992,1,1,1
"ME",1995,1,1,1
"ME",1998,1,2,1
"ME",1999,1,3,1
"ME",2000,1,2,1
"ME",2001,0,1,0
"ME",2003,2,3,3
"ME",2004,0,1,1
"ME",2005,2,3,2
"ME",2007,1,1,0
"ME",2008,0,1,0
"ME",2009,0,1,0
"ME",2010,0,3,0
"ME",2011,0,1,1
"ME",2012,1,2,1
"ME",2014,1,1,1
"MG",1980,0,1,0
"MG",1983,1,1,1
"MG",1986,0,1,0
"MG",1987,1,1,1
"MG",1988,0,1,0
"MG",1990,1,2,1
"MG",1991,0,1,1
"MG",1994,1,1,1
"MG",1998,0,2,1
"MG",1999,0,1,0
"MG",2001,1,2,0
"MG",2002,1,2,1
"MG",2003,0,2,1
"MG",2004,0,3,0
"MG",2005,1,4,2
"MG",2006,1,3,2
"MG",2007,2,5,1
"MG",2009,2,6,3
"MG",2010,0,4,3
"MG",2011,0,3,0
"MG",2012,0,4,1
"MG",2013,0,2,0
"MG",2015,0,1,1
"MG",2016,0,1,1
"MH",2012,0,1,1
"MK",1975,0,1,0
"MK",1977,0,1,1
"MK",1978,0,1,0
"MK",1979,0,3,3
"MK",1981,0,1,1
"MK",1984,0,1,0
"MK",1985,1,1,1
"MK",1986,0,2,1
"MK",1987,0,3,2
"MK",1988,0,2,1
"MK",1989,0,2,1
"MK",1990,0,2,1
"MK",1991,1,2,2
"MK",1992,1,2,2
"MK",1993,2,5,3
"MK",1994,1,3,2
"MK",1995,1,3,2
"MK",1996,0,4,4
"MK",1997,0,5,5
"MK",1998,3,10,8
"MK",1999,2,6,5
"MK",2000,3,9,5
"MK",2001,1,5,3
"MK",2002,1,7,1
"MK",2003,2,5,4
"MK",2004,0,6,1
"MK",2005,1,8,3
"MK",2006,3,4,2
"MK",2007,1,8,5
"MK",2008,2,10,5
"MK",2009,2,13,5
"MK",2010,1,10,7
"MK",2011,0,12,6
"MK",2012,0,4,4
"MK",2013,0,3,1
"MK",2014,0,2,0
"MK",2015,1,2,0
"ML",1988,1,2,1
"ML",1991,1,1,1
"ML",1992,1,1,1
"ML",1993,2,2,2
"ML",1994,1,1,1
"ML",1995,0,1,1
"ML",1997,1,3,2
"ML",1999,2,2,2
"ML",2000,0,1,0
"ML",2001,1,2,2
"ML",2002,0,3,0
"ML",2006,1,1,0
"ML",2008,0,1,0
"ML",2009,1,3,2
"ML",2010,0,2,0
"ML",2011,1,1,1
"ML",2014,0,1,0
"MM",1973,0,1,0
"MM",1974,1,1,0
"MM",1975,0,2,1
"MM",1977,0,1,0
"MM",1981,0,1,0
"MM",1982,0,1,0
"MM",1983,0,1,0
"MM",1984,0,1,0
"MM",1985,0,2,2
"MM",1986,1,1,0
"MM",1988,1,3,1
"MM",1991,0,2,0
"MM",1992,1,1,1
"MM",1993,0,2,1
"MM",1994,0,1,0
"MM",1995,1,5,1
"MM",1997,0,2,0
"MM",1999,1,3,1
"MM",2000,0,3,0
"MM",2001,0,3,0
"MM",2002,0,11,5
"MM",2003,1,5,0
"MM",2004,0,6,4
"MM",2005,0,8,3
"MM",2006,0,4,2
"MM",2007,0,5,2
"MM",2008,0,1,1
"MM",2009,0,2,0
"MM",2010,0,2,1
"MM",2011,1,3,1
"MM",2012,0,3,2
"MM",2013,0,3,1
"MM",2014,1,4,1
"MM",2015,0,5,2
"MM",2016,0,5,0
"MN",1973,1,1,0
"MN",1980,0,1,0
"MN",1983,1,1,1
"MN",1985,1,1,0
"MN",1988,0,1,1
"MN",1989,0,1,1
"MN",1991,1,1,1
"MN",1992,1,2,2
"MN",1994,1,1,1
"MN",1995,3,5,3
"MN",1996,0,1,0
"MN",1997,0,2,0
"MN",1998,0,1,1
"MN",1999,2,2,0
"MN",2000,1,2,1
"MN",2001,2,3,3
"MN",2002,1,7,2
"MN",2003,1,5,3
"MN",2004,1,5,2
"MN",2005,2,2,1
"MN",2006,1,3,0
"MN",2007,0,5,2
"MN",2008,1,1,1
"MN",2009,4,8,1
"MN",2010,0,3,2
"MN",2011,0,1,0
"MN",2012,0,3,0
"MN",2015,0,3,1
"MN",2016,0,1,0
"MO",1984,1,1,1
"MO",1988,1,1,1
"MO",1990,1,1,1
"MO",1993,0,1,1
"MO",1995,2,2,1
"MO",1996,3,3,3
"MO",1997,3,4,3
"MO",1998,2,2,2
"MO",1999,3,3,1
"MO",2000,2,3,1
"MO",2001,4,4,4
"MO",2002,2,2,1
"MO",2003,3,3,2
"MO",2004,2,3,3
"MO",2005,1,1,1
"MO",2006,3,5,3
"MO",2007,1,3,2
"MO",2008,0,1,1
"MO",2009,1,3,2
"MO",2010,1,3,1
"MO",2011,0,1,0
"MO",2012,0,9,4
"MO",2014,0,3,1
"MO",2015,0,3,2
"MO",2016,0,2,2
"MP",1987,0,1,0
"MP",2003,1,1,0
"MQ",2003,0,2,0
"MQ",2004,0,1,0
"MQ",2008,0,1,0
"MR",2005,0,1,0
"MT",1972,1,1,1
"MT",1976,1,1,1
"MT",1979,0,1,0
"MT",1984,1,1,1
"MT",1985,1,2,2
"MT",1986,1,1,1
"MT",1987,1,1,1
"MT",1988,1,2,2
"MT",1990,0,2,1
"MT",1992,1,4,2
"MT",1993,1,2,1
"MT",1994,0,1,1
"MT",1995,1,2,1
"MT",1997,2,2,1
"MT",1998,3,3,2
"MT",1999,0,1,1
"MT",2000,1,3,2
"MT",2001,0,1,0
"MT",2002,0,1,0
"MT",2003,4,5,3
"MT",2004,1,1,1
"MT",2006,1,1,1
"MT",2007,1,2,0
"MT",2008,1,4,4
"MT",2009,3,8,5
"MT",2010,0,4,1
"MT",2011,2,3,0
"MT",2012,1,3,2
"MT",2013,0,2,1
"MT",2015,0,1,0
"MT",2016,0,3,1
"MU",1980,1,1,1
"MU",1986,1,1,1
"MU",1989,1,1,1
"MU",1990,0,1,1
"MU",1993,0,1,1
"MU",1994,1,1,0
"MU",1995,0,1,0
"MU",1997,0,1,0
"MU",1999,0,1,0
"MU",2000,1,3,2
"MU",2002,0,1,1
"MU",2003,2,3,2
"MU",2004,3,3,2
"MU",2006,1,4,2
"MU",2007,0,2,1
"MU",2008,1,3,1
"MU",2009,0,2,1
"MU",2010,0,3,1
"MU",2011,0,3,0
"MU",2013,0,1,0
"MU",2014,0,2,0
"MU",2015,0,1,0
"MV",1999,1,1,0
"MV",2000,0,1,0
"MV",2001,0,1,0
"MV",2007,1,1,0
"MV",2009,0,2,0
"MV",2010,0,1,0
"MV",2011,1,1,1
"MW",1975,1,1,0
"MW",1989,1,2,1
"MW",1990,1,2,0
"MW",1991,2,2,2
"MW",1993,2,3,1
"MW",1995,3,4,2
"MW",1996,1,1,1
"MW",1997,1,2,0
"MW",1998,1,3,1
"MW",1999,3,3,3
"MW",2000,2,4,0
"MW",2001,3,5,2
"MW",2002,2,5,1
"MW",2003,4,8,3
"MW",2004,6,14,2
"MW",2005,1,11,0
"MW",2006,0,3,0
"MW",2007,4,12,2
"MW",2008,2,11,0
"MW",2009,2,13,3
"MW",2010,2,10,1
"MW",2011,0,7,0
"MW",2012,2,7,0
"MW",2013,0,3,0
"MW",2014,0,5,1
"MW",2015,0,4,2
"MW",2016,0,1,0
"MX",1972,19,36,17
"MX",1973,14,25,12
"MX",1974,14,44,23
"MX",1975,21,47,24
"MX",1976,21,54,33
"MX",1977,16,53,34
"MX",1978,24,72,32
"MX",1979,19,57,33
"MX",1980,23,85,41
"MX",1981,33,79,42
"MX",1982,30,91,57
"MX",1983,15,64,30
"MX",1984,31,94,55
"MX",1985,32,107,60
"MX",1986,36,118,59
"MX",1987,33,110,58
"MX",1988,40,125,70
"MX",1989,39,134,76
"MX",1990,37,151,86
"MX",1991,35,128,67
"MX",1992,53,175,97
"MX",1993,53,160,82
"MX",1994,55,215,127
"MX",1995,47,194,103
"MX",1996,49,206,110
"MX",1997,50,232,122
"MX",1998,62,280,163
"MX",1999,50,254,126
"MX",2000,58,345,178
"MX",2001,54,293,161
"MX",2002,48,275,151
"MX",2003,33,309,134
"MX",2004,40,362,163
"MX",2005,33,331,165
"MX",2006,40,367,169
"MX",2007,37,341,146
"MX",2008,33,398,162
"MX",2009,21,396,141
"MX",2010,16,421,143
"MX",2011,8,354,138
"MX",2012,7,331,89
"MX",2013,3,256,71
"MX",2014,6,249,63
"MX",2015,2,221,60
"MX",2016,0,129,35
"MY",1972,4,5,3
"MY",1973,7,7,4
"MY",1974,6,8,6
"MY",1975,12,18,14
"MY",1976,8,11,9
"MY",1977,13,14,12
"MY",1978,15,21,17
"MY",1979,15,19,11
"MY",1980,18,24,17
"MY",1981,15,19,13
"MY",1982,20,25,15
"MY",1983,11,22,15
"MY",1984,24,35,24
"MY",1985,27,41,29
"MY",1986,26,44,28
"MY",1987,12,27,15
"MY",1988,29,38,32
"MY",1989,31,56,38
"MY",1990,45,75,47
"MY",1991,42,69,46
"MY",1992,49,73,46
"MY",1993,45,84,54
"MY",1994,43,78,52
"MY",1995,63,107,73
"MY",1996,60,128,78
"MY",1997,71,131,91
"MY",1998,73,175,93
"MY",1999,77,174,103
"MY",2000,85,221,135
"MY",2001,79,176,99
"MY",2002,91,229,134
"MY",2003,100,230,129
"MY",2004,94,250,131
"MY",2005,70,229,127
"MY",2006,64,250,133
"MY",2007,71,298,156
"MY",2008,56,302,168
"MY",2009,48,302,133
"MY",2010,31,332,147
"MY",2011,8,303,156
"MY",2012,9,287,121
"MY",2013,12,239,110
"MY",2014,4,200,67
"MY",2015,1,110,40
"MY",2016,0,55,19
"MY",2017,0,1,1
"MZ",1978,1,1,1
"MZ",1983,1,1,1
"MZ",1984,1,1,0
"MZ",1985,1,1,1
"MZ",1986,1,2,1
"MZ",1987,1,2,1
"MZ",1988,1,2,1
"MZ",1989,3,3,2
"MZ",1990,2,2,2
"MZ",1994,2,4,1
"MZ",1995,2,2,2
"MZ",1996,0,2,2
"MZ",1997,0,1,0
"MZ",1998,1,1,1
"MZ",1999,0,1,0
"MZ",2000,3,4,1
"MZ",2001,2,3,1
"MZ",2002,5,7,0
"MZ",2003,1,2,0
"MZ",2004,2,5,1
"MZ",2005,2,4,1
"MZ",2006,0,5,0
"MZ",2007,2,5,1
"MZ",2008,1,5,0
"MZ",2009,3,7,1
"MZ",2010,1,8,1
"MZ",2011,2,7,0
"MZ",2012,2,7,0
"MZ",2013,0,2,0
"MZ",2014,0,1,0
"MZ",2015,0,3,1
"MZ",2016,0,2,1
"NC",1982,1,1,0
"NC",1989,2,2,2
"NC",1995,1,1,0
"NC",1998,0,1,1
"NC",2000,1,2,1
"NC",2001,1,1,1
"NC",2006,0,1,0
"NC",2008,0,1,1
"NC",2010,0,1,1
"NC",2012,1,2,0
"NC",2014,0,2,1
"NE",1980,1,1,1
"NE",1994,0,1,0
"NE",1996,1,1,0
"NE",1999,1,2,2
